Student_ID,Gender,Ethnicity,Scholarship,Weekly_Attendance,Weekly_Logins,Assignments,Quizzes,Programming_Projects,Label
S155,Non-binary,Black,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 9, 8, 9, 9, 8, 9, 9, 6, 8, 5, 9, 10, 8, 9, 9]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'B', 'B', 'A', 'A']","['A', 'B', 'A', 'A']",Normal
S156,Male,Hispanic,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[5, 6, 5, 5, 9, 8, 6, 6, 8, 10, 6, 10, 9, 10, 7, 8]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'A', 'A', 'B']","['B', 'B', 'B', 'B']",Normal
S157,Male,Asian,No,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 2, 0, 2, 0, 0, 1, 0, 2, 2, 0, 2, 1, 0, 0]","[{'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'F'}]","['D', 'D', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'E', 'E', 'D']","['E', 'E', 'E', 'F']",Crisis
S158,Female,Asian,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[6, 6, 9, 9, 5, 6, 9, 10, 8, 5, 5, 6, 7, 9, 5, 8]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'B', 'A', 'A', 'B', 'A', 'B', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'B', 'A']","['B', 'B', 'B', 'A']",Normal
S159,Non-binary,Asian,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[10, 9, 5, 6, 5, 7, 8, 6, 9, 8, 5, 6, 8, 8, 10, 5]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'B', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'A', 'B', 'A', 'B']","['B', 'B', 'A', 'A']",Normal
S160,Male,Asian,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[7, 7, 10, 6, 5, 6, 5, 7, 8, 5, 7, 10, 8, 8, 9, 6]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'A', 'A', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","['A', 'B', 'A', 'B']",Normal
S161,Non-binary,Other,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[5, 6, 10, 6, 8, 10, 9, 6, 9, 8, 6, 7, 6, 6, 10, 9]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['A', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'A']","['B', 'A', 'B', 'A']",Normal
S162,Non-binary,White,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[10, 7, 8, 6, 6, 8, 9, 8, 5, 6, 8, 5, 7, 8, 8, 10]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'B']","['A', 'B', 'A', 'A']",Normal
S163,Non-binary,Black,Yes,"[2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]","[6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2]","[{'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}]","['B', 'A', 'A', 'B', 'A', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'B', 'B', 'B', 'C']","['A', 'A', 'B', 'A']",Drift
S164,Male,Other,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 5, 9, 9, 6, 6, 7, 5, 6, 5, 7, 6, 6, 5, 10, 10]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'B', 'A', 'B', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'B', 'A']","['B', 'B', 'A', 'B']",Normal
S165,Male,Asian,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 8, 7, 9, 10, 9, 7, 8, 5, 5, 6, 7, 8, 6, 7, 6]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'B', 'A', 'A', 'A', 'B', 'A', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'B']","['A', 'B', 'B', 'A']",Normal
S166,Male,White,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 7, 9, 8, 6, 9, 5, 7, 5, 10, 9, 5, 8, 7, 6, 8]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'B', 'B', 'B', 'B', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B']","['A', 'A', 'A', 'A']",Normal
S167,Non-binary,Hispanic,Yes,"[1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1]","[6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'B'}]","['B', 'C', 'B', 'C', 'A', 'C', 'A', 'A', 'A', 'B', 'B', 'B', 'C', 'C', 'A', 'B']","['A', 'A', 'B', 'B']",Drift
S168,Male,Hispanic,Yes,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 1, 0, 0, 2]","[{'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}]","['E', 'D', 'D', 'F', 'F', 'E', 'E', 'D', 'D', 'D', 'E', 'F', 'E', 'F', 'F', 'E']","['F', 'D', 'D', 'D']",Crisis
S169,Non-binary,Other,No,"[2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1]","[6, 6, 6, 5, 5, 5, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2]","[{'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'B'}]","['A', 'B', 'C', 'C', 'C', 'C', 'A', 'A', 'B', 'A', 'C', 'A', 'B', 'B', 'A', 'A']","['B', 'B', 'A', 'A']",Drift
S170,Male,White,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[7, 10, 10, 9, 8, 9, 6, 7, 10, 7, 7, 8, 9, 8, 7, 7]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'B', 'A', 'B']","['B', 'A', 'A', 'B']",Normal
S171,Male,Hispanic,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 10, 9, 6, 5, 10, 7, 6, 10, 6, 8, 9, 5, 7, 6, 5]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'B', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'B', 'B', 'B']","['B', 'B', 'B', 'B']",Normal
S172,Female,White,No,"[1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]","[6, 6, 6, 5, 5, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2]","[{'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['C', 'A', 'C', 'A', 'A', 'A', 'A', 'B', 'A', 'C', 'B', 'B', 'A', 'A', 'B', 'B']","['B', 'A', 'A', 'B']",Drift
S173,Non-binary,White,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 6, 10, 5, 6, 6, 10, 10, 6, 6, 9, 10, 10, 9, 6, 8]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'B', 'B', 'A', 'A', 'B']","['A', 'B', 'B', 'A']",Normal
S174,Male,Black,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[10, 10, 9, 7, 8, 10, 6, 7, 10, 7, 8, 5, 10, 8, 8, 8]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'A', 'A', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'A', 'A', 'B', 'B', 'A', 'A']","['B', 'A', 'B', 'B']",Normal
S175,Male,Other,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[6, 7, 8, 8, 10, 7, 6, 6, 10, 6, 8, 9, 6, 5, 9, 5]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'A', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'A']","['A', 'B', 'B', 'B']",Normal
S176,Non-binary,Hispanic,Yes,"[1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1]","[6, 6, 6, 5, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2]","[{'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}]","['C', 'B', 'A', 'B', 'B', 'C', 'A', 'B', 'C', 'B', 'C', 'A', 'A', 'B', 'A', 'C']","['B', 'B', 'A', 'B']",Drift
